,id,user,text,datetime,time,replies,retweets,likes,bookmarks,views,query,candidate,date,hour,date_only,sentiment
12,1904246946119942406,Felicidade Vital,"Não vamos dar tréguas à corrupção!
#CHEGA
#acordaportugal
#partidochega
#andreventura
#SomosAlternativa
#legislativas2025",2025-03-24 19:00:25+00:00,24 de mar,0,0,0,0,13,#AndréVentura since:2025-03-22 until:2025-03-29 lang:pt,André Ventura,2025-03-24,19:00:25,2025-03-24,negative
13,1904208005521977358,António Manuel Silva Carvalho,"vamos apoiar o chega #jomafenes #chega #andreventura #news #portugal #sa... https://youtube.com/shorts/XmrD3KeJPkM?si=be3YIZHuM8u6rgTM… via 
@YouTube",2025-03-24 16:25:41+00:00,24 de mar,0,1,0,0,26,#AndréVentura since:2025-03-22 until:2025-03-29 lang:pt,André Ventura,2025-03-24,16:25:41,2025-03-24,neutral
14,1904019313930965389,L Bonora,"Pelo menos 4 cartões de acesso teriam sido apreendidos com eles.
@TuckerCarlson
@EpochTimes
@WashingtonExaminer
#LuizLacombeReal
#OesteSemFiltro 
#SergioTavares
#AndreVentura  
#Bukele ",2025-03-24 03:55:54+00:00,24 de mar,0,0,0,0,14,#AndréVentura since:2025-03-22 until:2025-03-29 lang:pt,André Ventura,2025-03-24,03:55:54,2025-03-24,neutral
15,1903914849312108800,Carlos Braziela,"Acordem,Pararem de Votar nos que querem Substituir os Portugueses 
@psocialista
 ,
@ppdpsd
  Pelos Lixos deIslâmicos , Muçulmanos e Indianos. Força 
@PartidoCHEGA
 @CPAC
 
muita atenção às mulheres e jovens em Portugal!! #chega #andreventura #p... https://youtube.com/shorts/4JuE20jh9C8?si=Ho39sH0P0ZUFXfPV… via 
@YouTube",2025-03-23 21:00:47+00:00,23 de mar,0,0,0,0,84,#AndréVentura since:2025-03-22 until:2025-03-29 lang:pt,André Ventura,2025-03-23,21:00:47,2025-03-23,negative
16,1903582933341937814,Candido Manuel do Vale Pires,"chega uma mudança de confiança #jomafenes #chega #andreventura #news #sa... https://youtube.com/shorts/JGyZrLyHHd0?si=7tl0rJ2LysK78TKo… via 
@YouTube",2025-03-22 23:01:52+00:00,22 de mar,0,0,0,0,16,#AndréVentura since:2025-03-22 until:2025-03-29 lang:pt,André Ventura,2025-03-22,23:01:52,2025-03-22,neutral
17,1903422015396045104,Maria Odete Madeira,"""Mise en abyme"", por cá temos o #Chega/#AndréVentura. Dizer #NãoÉNão ao #Chega/#AndréVentura é dizer #SimÉSim à #Democracia. #PSD #CDS #AD #PS...",2025-03-22 12:22:26+00:00,22 de mar,0,1,0,0,63,#AndréVentura since:2025-03-22 until:2025-03-29 lang:pt,André Ventura,2025-03-22,12:22:26,2025-03-22,neutral
18,1904978890134520076,C. Pedro Gonçalves,"Sim, #LuísMontenegro foi/é o alvo porque em termos estratégicos o alvo do #Chega de #AndréVentura é a #DireitaDemocrática que diz não à #ExtremaDireita e ao projecto totalitário que a ela está associado. Estamos a lidar com um projecto global de erosão das #DemocraciasEuropeias.",2025-03-26 19:28:54+00:00,26 de mar,0,1,0,0,109,#AndréVentura since:2025-03-22 until:2025-03-29 lang:pt,André Ventura,2025-03-26,19:28:54,2025-03-26,neutral
19,1904657688321024273,L Bonora,"Vejam a monstruosidade do esquema. 
Todos sabem que isto é um crime, mas o governo obriga que seja feito em troca de verba para saúde dos municípios.
@TuckerCarlson
@EpochTimes
@WashingtonExaminer
@realDonaldTrump
#SergioTavares
#AndreVentura",2025-03-25 22:12:34+00:00,25 de mar,0,1,0,0,23,#AndréVentura since:2025-03-22 until:2025-03-29 lang:pt,André Ventura,2025-03-25,22:12:34,2025-03-25,negative
20,1908293387356156041,Beatriz é um nome bonito,"Tratar o povo como estúpidos vai-lhes sair muito caro.... Obrigada #AndréVentura,     , #Chega e aos poucos Competentes Servidores Públicos que começaram a denunciar as carraças da corrupção,agarradas às cadeiras do poder É este o caminho, JÁ #Chega ",2025-04-04 22:59:32+00:00,4 de abr,0,1,12,0,310,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-04-04,22:59:32,2025-04-04,negative
21,1908196689602548179,Felicidade Vital,"Hoje durante a tarde estivemos em Campo de Ourique onde contactamos com a população e distribuímos o Folha Nacional, sentimos grande apoio da população que está farta de políticos corruptos e de insegurança nas ruas.
#CHEGA
#acordaportugal
#partidochega
#andreventura",2025-04-04 16:35:18+00:00,4 de abr,0,0,0,0,13,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-04-04,16:35:18,2025-04-04,negative
22,1908193828579721549,Felicidade Vital,"Hoje  estive reunida com  a Associação empresarial da região de Lisboa onde discutimos vários assuntos relacionados com o trabalho e com a competitividade das empresas.
#CHEGA
#acordaportugal
#partidochega
#andreventura
#SomosAlternativa
#legislativas2025",2025-04-04 16:23:55+00:00,4 de abr,0,0,0,0,26,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-04-04,16:23:55,2025-04-04,neutral
23,1908183038376198466,L Bonora,"Deputado Nikolas Ferreira explicou muito bem.
Não é necessário dizer mais nada.
@TuckerCarlson
@EpochTimes
@WashingtonExaminer
@realDonaldTrump
@marcorubio
#Lacombe
#AllanDosSantos",2025-04-04 15:41:03+00:00,4 de abr,0,1,0,0,132,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-04-04,15:41:03,2025-04-04,positive
24,1908143286285422732,CrazyTugão xD,#CHEGA #AndreVentura   vocês já falaram da entrevista onde o Miguel Prata Roque fala abertamente na substituição da população portuguesa e na importação de votos??? Isso devia ser um bom tema para se falar...A PURA TRAIÇÃO AO POVO PORTUGUÊS.,2025-04-04 13:03:05+00:00,4 de abr,0,0,6,0,468,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-04-04,13:03:05,2025-04-04,negative
25,1907480904022253595,Felicidade Vital,"Luís Montenegro vai ter muito e explicar, ou talvez não porque não vai conseguir.
#CHEGA
#acordaportugal
#partidochega
#andreventura
#SomosAlternativa
#legislativas2025",2025-04-02 17:11:01+00:00,2 de abr,0,0,0,0,14,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-04-02,17:11:01,2025-04-02,negative
26,1907476777590485096,FERREIRA MANUEL,"vamos honrar Portugal 
#chega #jomafenes #news #andreventura #portugal #s... https://youtube.com/shorts/nuWVzekGSDY?si=GSw68wA-iAqRuguy… via 
@YouTube",2025-04-02 16:54:37+00:00,2 de abr,0,0,0,0,20,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-04-02,16:54:37,2025-04-02,positive
27,1907064303858937988,Pedro Guerreiro Cavaco,"@AndreCVentura
 esteve em Setúbal, no dia de ontem, em mais uma ação de campanha. 
#andreventura #chega #setubal #legislativas",2025-04-01 13:35:36+00:00,1 de abr,0,0,0,0,31,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-04-01,13:35:36,2025-04-01,neutral
28,1906999288883728709,Maria Odete Madeira,"https://noticiasaominuto.com/politica/2756677/ventura-assegura-que-chega-nao-tera-candidatos-suspeitos-de-corrupcao?utm_medium=social… Em #ToposTeia c/proximidade a #Trump e #MarineLePen a 1 grau de separação de #Putin, mais roubo de malas, prostituição de menores, incitação ao ódio, professor a apalpar aluna menor, etc., #AndréVentura/#Chega assegura que...?!",2025-04-01 09:17:15+00:00,1 de abr,0,2,2,0,77,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-04-01,09:17:15,2025-04-01,negative
29,1906785619180655082,Maria Odete Madeira,"https://msn.com/pt-pt/noticias/ultimas/ventura-compara-marine-le-pen-a-montenegro-quem-%C3%A9-suspeito-de-desvio-p%C3%BAblico-n%C3%A3o-se-pode-recandidatar/vi-AA1C0Xit?ocid=socialshare… Defender #MarineLePen não convém à entidade política/""sem-pecado-original"" #AndréVentura #Chega, assim, jogando no oportunismo político do momento estabelece uma comparação ética directa de carácter entre #LuísMontenegro e #MarineLePen",2025-03-31 19:08:12+00:00,31 de mar,0,1,0,0,85,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-03-31,19:08:12,2025-03-31,negative
30,1906729688627630141,Pedro Pessanha,Entre legislativas e autárquicas muito trabalho há que preparar. Estamos empenhados e focados nos resultados #Lisboa #Chega #AndréVentura,2025-03-31 15:25:57+00:00,31 de mar,0,0,0,0,18,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-03-31,15:25:57,2025-03-31,positive
31,1906329283309576641,Ricardo Regalla Dias Pinto,"É rua a rua, porta a porta, no Portugal profundo junto dos portugueses comuns que o CHEGA marca a diferença!

#SomosAlternativa #CHEGA #SalvarPortugal #AndreVentura",2025-03-30 12:54:53+00:00,30 de mar,2,2,26,0,345,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-03-30,12:54:53,2025-03-30,positive
32,1905962728096674229,Ricardo Regalla Dias Pinto,"Há privilégios que até fazem parecer que o SNS funciona bem!
Mas não são para todos, apenas para quem não tem vergonha na cara...

#SomosAlternativa #UmaOportunidade 
#CHEGA #AndreVentura",2025-03-29 12:38:20+00:00,29 de mar,11,14,35,1,489,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-03-29,12:38:20,2025-03-29,neutral
33,1905931256560230453,Felicidade Vital,"Nas redes sociais não existe censura da comunicação social o resultado da preferência dos Portugueses está à vista.
#CHEGA
#acordaportugal
#partidochega
#andreventura
#SomosAlternativa
#legislativas2025",2025-03-29 10:33:16+00:00,29 de mar,0,0,0,0,16,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-03-29,10:33:16,2025-03-29,neutral
34,1907878443267629147,Jose Ribeiro,"#psd #ps #pedronunosantos #luismontenegro 
#chega #andreventura #Corrupção #Portugal
#Política #Democracia 
Portugal Melhor Agora!
A Voz Contra a Corrupção na Política Atual!
Corrupção: Um Obstáculo ao Progresso!
Saiba Mais Aqui E Agora!
 https://f.mtr.cool/jktxuoyuwa ",2025-04-03 19:30:42+00:00,3 de abr,0,0,0,0,4,#AndréVentura since:2025-03-29 until:2025-04-05 lang:pt,André Ventura,2025-04-03,19:30:42,2025-04-03,negative
35,1910834237659316532,C. Pedro Gonçalves,Em Trump é óbvio o jogo táctico de tentativa e erro para o fim da democracia nos EUA com a imposição de um modelo antiglobalista totalitário fechado de raiz #nazi. O colapso político da #UE é um objectivo deste projecto a que partidos como o #Chega/#AndreVentura obedecem.,2025-04-11 23:15:58+00:00,12 de abr,0,1,0,0,54,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-11,23:15:58,2025-04-11,negative
36,1910830492749885948,Maria Odete Madeira,"https://youtube.com/shorts/sVkyXcneHDQ?si=qFVdoMuMua43jNko… #AndréVentura/#Chega ""agente de Trump"" até que enfim! E nó de uma teia internacional cujo intendere arcum in é  o fim das democracias para a implantação de um fascismo global de matriz nazi. Populismo aplicado a #AndréVentura/#Chega é tango!",2025-04-11 23:01:05+00:00,12 de abr,0,1,0,0,162,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-11,23:01:05,2025-04-11,negative
37,1910759300244394262,Ricardo Regalla Dias Pinto,"Hoje mais uma grande arruada, onde mais uma vez foi possível ouvir as pessoas e perceber o quanto André Ventura e o Partido CHEGA lhe aguça a esperança!

#SomosAlternativa #SalvarPortugal #PorPortugalPelosPortugueses #andreventura #CHEGA",2025-04-11 18:18:12+00:00,11 de abr,0,4,15,0,228,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-11,18:18:12,2025-04-11,positive
38,1910712709038874713,Maria Odete Madeira,https://24.sapo.pt/atualidade/artigos/andre-ventura-defende-que-trump-esta-a-fazer-nos-estados-unidos-o-que-nos-temos-que-fazer-na-europa-e-rui-tavares-recorda-lhe-que-ja-teve-50-oportunidades-de-mostrar-ao-que-vem?utm_source=Twitter&utm_medium=web&utm_campaign=sharebutton… Deveríamos fazer como #Trump #AndréVentura/#Chega?! Idiotice/oportunismo políticos ou problemas electrogravíticos na não-localidade reflexiva do sistema sináptico?!,2025-04-11 15:13:03+00:00,11 de abr,0,1,0,1,58,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-11,15:13:03,2025-04-11,negative
39,1910676716399309229,Rui Curado,"Contumaz e financiador do #Chega não quer que a Wikipédia divulgue o seu passado.
#andreventura",2025-04-11 12:50:02+00:00,11 de abr,0,0,0,0,28,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-11,12:50:02,2025-04-11,neutral
40,1910598308633903304,@Portugaltv2011,DIA 18 DE MAIO VOTA CHEGA PENSE NA SEGURANÇA DA SUA FAMÍLIA É  PRECISO MUDANÇA EK PORTUGAL #CHEGA #ANDREVENTURA #DIREITACONSERVADORA #PORTUGAL #DEMOCRACIA,2025-04-11 07:38:28+00:00,11 de abr,0,0,0,0,9,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-11,07:38:28,2025-04-11,negative
41,1910597479902380240,@Portugaltv2011,"Dia 16 de Maio vote chega pense na segurança da sua família #chega #andreventura #portugal #direitaconservadora #amoraportugal 
@AndreCVentura
 @ritamariamatias",2025-04-11 07:35:11+00:00,11 de abr,0,0,2,0,31,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-11,07:35:11,2025-04-11,neutral
42,1910227398110388596,Infocul,"André Ventura quer ser pai mas tem trauma com morte dos avós: “Não consegui estar no funeral de duas pessoas que foram pilares na minha vida” #andreventura #goucha #tvi https://infocul.pt/andre-ventura-quer-ser-pai-mas-tem-trauma-com-morte-dos-avos-nao-consegui-estar-no-funeral-de-duas-pessoas-que-foram-pilares-na-minha-vida/… via 
@infocul
.pt",2025-04-10 07:04:36+00:00,10 de abr,0,0,0,0,84,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-10,07:04:36,2025-04-10,negative
43,1910222900281434605,Felicidade Vital,"Não existe melhor forma de comemorar  o aniversário do CHEGA  do que uma boa arruada.
Assim fizemos ontem.
E a campanha contínua. 
#CHEGA
#acordaportugal
#partidochega
#andreventura
#SomosAlternativa
#legislativas2025",2025-04-10 06:46:44+00:00,10 de abr,0,0,0,0,13,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-10,06:46:44,2025-04-10,positive
44,1910217764448412109,Infocul,"André Ventura recorda Miguel Arruda e o furto das malas: “Eu tenho que ter mais moral que os outros” #andreventura #CHEGA #goucha #tvi https://infocul.pt/andre-ventura-recorda-miguel-arruda-e-o-furto-das-malas-eu-tenho-que-ter-mais-moral-que-os-outros/… via 
@infocul
.pt",2025-04-10 06:26:19+00:00,10 de abr,0,0,0,0,99,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-10,06:26:19,2025-04-10,neutral
45,1910126794230874357,Carlo Magno,"Quando André Ventura tem de interromper a entrevista para colocar o jornalista na ordem! Épico! 
#AndréVentura #Chega #Jornaleiro",2025-04-10 00:24:50+00:00,10 de abr,0,1,0,0,23,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-10,00:24:50,2025-04-10,positive
46,1909983327467028866,Maria Odete Madeira,https://msn.com/pt-pt/noticias/ultimas/fazer-portugal-grande-novamente-no-debate-da-cacofonia-tavares-quis-falar-de-solu%C3%A7%C3%B5es-mas-ventura-imitou-trump/ar-AA1CyuSF?ocid=socialshare… #AnfréVentura/#Chega pratica a #LogoVerborreia de palavras c/repetições semânticas para impedir a dialéctica discursiva dos debates. A ferramenta de desconstrução dos vómitos dos chavões políticos de #AndréVentura será a peça chave para expor o esquema.,2025-04-09 14:54:45+00:00,9 de abr,0,1,0,0,54,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-09,14:54:45,2025-04-09,neutral
47,1909982647721279767,Beatriz é um nome bonito,"#AndréVentura Não sabia, lamento muito, pois sei MUITO BEM o que é ter bons #Avós em tempos de Covid ... e falhar funerais por causa do trabalho... Essa dor, nunca vai passar, e melhor compreendo ,o desejo de mudar.. #Obrigada por nos darem voz,mesmo debaixo de .
@tvi",2025-04-09 14:52:03+00:00,9 de abr,0,0,0,0,7,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-09,14:52:03,2025-04-09,positive
48,1909906844895653928,Paulo Daniel,"Que amasso.

Já fui muito crítico de André Ventura.

Ontem foi o seu melhor debate e ganhou muita força.

Está mais próximo do Conservadorismo e mais longe do populismo banal.

Gostei.",2025-04-09 09:50:50+00:00,9 de abr,0,0,2,0,15,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-09,09:50:50,2025-04-09,positive
49,1909721631792001535,Rui Curado,"Ahahah o #andreventura entrou em delirium tremens, perdeu o controle, até teve uma visão que o 
@ruitavares
 esteve no Irão 
#chega",2025-04-08 21:34:52+00:00,8 de abr,0,0,0,0,57,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-08,21:34:52,2025-04-08,negative
50,1909720879707181278,@Portugaltv2011,FIM DESSA ORGANIZAÇÃO CRIMINOSA DE ESQUERDA VERGONHOSA E CORRUPTA EM PORTUGAL PS PSD BLOCO DE ESQUERDA LIXO TÓXICO OPORTUNISTA ACORDEM POVO PORTUGUÊS #CHEGA #ANDREVENTURA #PORTUGAL #DEMOCRACIA PENSE NA SUA FAMÍLIA #CHEGA,2025-04-08 21:31:53+00:00,8 de abr,0,0,0,0,31,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-08,21:31:53,2025-04-08,negative
51,1909626520928211448,j.SE7I,"Pode vir André Ventura, será recebido com carinho e muita alegria.
 Caminharemos juntos pra derrubar a, extrema esquerda e a bandidagem. A Rita já veio, aguardando o André...
#AndreVentura 
#Bolsonaro2026  ",2025-04-08 15:16:56+00:00,8 de abr,0,0,0,0,17,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-08,15:16:56,2025-04-08,positive
52,1909624766543069694,Ricardo Regalla Dias Pinto,"Até o mais ""feroz"" dos comentadores, quando tem um rasgo de honestidade intelectual, ou deixa escapar o que realmente lhe vai na cabeça, diz inevitavelmente algo assim.
Ora vejam...

#SomosAlternativa #SalvarPortugal #andreventura #chega",2025-04-08 15:09:58+00:00,8 de abr,0,1,14,0,237,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-08,15:09:58,2025-04-08,neutral
53,1909529137053589708,Rui Curado,"#andreventura sempre a mentir.
#chega 

André Ventura sublinhou que o partido liderado por Inês Sousa Real ""tem coisas ainda piores"". Como por exemplo pretender obrigar todas as crianças a ""comer menu vegetariano"" nas escolas. Tem fundamento?",2025-04-08 08:49:58+00:00,8 de abr,0,0,0,0,79,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-08,08:49:58,2025-04-08,negative
54,1909418159351677115,Vitor Manuel de Sous,"André Ventura, sobre as listas do PS e do PSD  #andreventura #chega #dir... https://youtube.com/shorts/yRWAj6rS6H0?si=29-TpyLbffT_o9JA… via 
@YouTube",2025-04-08 01:28:59+00:00,8 de abr,0,1,0,0,37,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-08,01:28:59,2025-04-08,neutral
55,1909359839949488162,Paulo Daniel,"Para os comentadores do sistema ainda não foi hoje que Ventura ganhou um debate.

Aliás tem sido constante.

Em 25 debates, perdeu todos.

Algo me diz que também vai perder todos para a SIC e CNN.

#andreventura",2025-04-07 21:37:14+00:00,7 de abr,0,0,0,0,37,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-07,21:37:14,2025-04-07,negative
56,1909184062759067678,Felicidade Vital,"Muitos dos deputados nada fazem apenas vão marcar a presença em dias de votação.
Quem paga? 
O contribuinte.
#CHEGA
#acordaportugal
#partidochega
#andreventura
#SomosAlternativa
#legislativas2025",2025-04-07 09:58:46+00:00,7 de abr,0,0,0,0,35,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-07,09:58:46,2025-04-07,neutral
57,1908611366971224511,FERREIRA MANUEL,"comunicado de André Ventura Ao povo português #chega #andreventura #port... https://youtube.com/shorts/b_mpDgBzNfw?si=IgeoxFcW0PxNsnUR… via 
@YouTube",2025-04-05 20:03:04+00:00,5 de abr,0,0,0,0,31,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-05,20:03:04,2025-04-05,neutral
58,1908523368678043854,Felicidade Vital,"Em Setúbal está a acontecer.
O CHEGA ultrapassa a AD e aproxima-se do PS.
Deem uma oportunidade a André Ventura !
#CHEGA
#acordaportugal
#partidochega
#andreventura
#SomosAlternativa
#legislativas2025",2025-04-05 14:13:24+00:00,5 de abr,3,2,25,0,325,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-05,14:13:24,2025-04-05,positive
59,1908439068158869658,Ricardo Regalla Dias Pinto,"Até quando vai continuar a deixar que PS e PSD/CDS o/a engane?...
Infelizmente desta vez vai-lhe doer.
Dia 18/05 DÊ-NOS UMA OPORTUNIDADE!
CHEGA!

#porportugalpelosportugueses #AndreVentura #SalvarPortugal",2025-04-05 08:38:25+00:00,5 de abr,2,5,23,0,313,#AndréVentura since:2025-04-05 until:2025-04-12 lang:pt,André Ventura,2025-04-05,08:38:25,2025-04-05,negative
